DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Start frame(movement),Stop frame(movement),empty frames,ground truth,Heartrate (BPM),error
200313152204_OlE_HR_IPF0_28C_2x,185,WE00089,H008,LO002,CO1,23.8,v1.4(may22-region),576.743,0.133,6794.000,97.727,9976.000,0.400,0.525,13.000,3.000,0.847,0.000,239.000,0.000,155.000,155.000,0.000
200313152204_OlE_HR_IPF0_28C_2x,191,WE00095,H002,LO002,CO1,23.8,v1.4(may22-region),478.624,0.078,5129.000,502.355,9586.000,0.519,0.692,39.000,5.000,0.958,0.000,239.000,0.000,155.000,155.000,0.000
200313152204_OlE_HR_IPF0_28C_2x,192,WE00096,H001,LO002,CO1,23.76,v1.4(may22-region),507.513,0.101,3883.000,116.852,3839.000,0.503,0.698,12.000,2.000,0.988,0.000,239.000,0.000,155.000,155.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,7,WE00007,A007,LO001,CO1,23.81,v1.4(may22-region),479.057,0.018,3498.000,604.459,4751.000,0.737,0.916,11.000,2.000,0.992,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,8,WE00008,A008,LO001,CO1,23.79,v1.4(may22-region),302.569,0.056,348.000,32.698,2763.000,0.554,0.856,2.000,1.000,1.000,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,9,WE00009,A009,LO001,CO1,23.8,v1.4(may22-region),424.113,0.044,5126.000,353.600,4083.000,0.451,0.616,15.000,2.000,0.978,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,10,WE00010,A010,LO001,CO1,23.82,v1.4(may22-region),492.599,0.113,2176.000,98.540,4330.000,0.556,0.790,11.000,2.000,0.983,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,13,WE00013,B012,LO001,CO1,23.79,v1.4(may22-region),830.677,0.151,7507.000,401.068,35643.000,0.607,0.927,61.000,7.000,0.963,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,23,WE00023,B002,LO001,CO1,23.8,v1.4(may22-region),662.422,0.130,15142.000,234.321,11149.000,0.519,0.730,31.000,4.000,0.952,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,27,WE00027,C003,LO001,CO1,23.79,v1.4(may22-region),464.555,0.084,8687.000,226.440,6588.000,0.627,0.970,19.000,3.000,0.947,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,35,WE00035,C011,LO001,CO1,23.8,v1.4(may22-region),652.115,0.078,7684.000,230.852,6898.000,0.459,0.643,18.000,3.000,0.977,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,41,WE00041,D008,LO001,CO1,23.81,v1.4(may22-region),655.357,0.042,8753.000,627.171,10686.000,0.674,0.916,26.000,4.000,0.995,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,54,WE00054,E006,LO001,CO1,23.82,v1.4(may22-region),700.495,0.063,6952.000,165.338,7871.000,0.386,0.497,10.000,2.000,0.932,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,66,WE00066,F007,LO001,CO1,23.78,v1.4(may22-region),789.992,0.401,4726.000,72.683,97630.000,0.456,0.702,29.000,7.000,0.886,57.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,69,WE00069,F004,LO001,CO1,23.78,v1.4(may22-region),822.948,0.093,10020.000,871.145,8240.000,0.522,0.771,81.000,7.000,0.959,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,70,WE00070,F003,LO001,CO1,23.79,v1.4(may22-region),702.299,0.060,14287.000,685.514,11221.000,0.728,0.966,41.000,5.000,0.987,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,75,WE00075,G003,LO001,CO1,23.8,v1.4(may22-region),1030.182,0.180,7442.000,339.791,6906.000,0.693,0.961,61.000,11.000,0.963,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,80,WE00080,G008,LO001,CO1,23.79,v1.4(may22-region),733.375,0.079,6835.000,758.928,4110.000,0.664,0.937,60.000,7.000,0.983,0.000,239.000,0.000,227.000,227.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,99,WE00003,A003,LO002,CO1,23.83,v1.4(may22-region),465.968,0.052,1534.000,62.033,3003.000,0.446,0.619,3.000,1.000,0.995,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,121,WE00025,C001,LO002,CO1,23.8,v1.4(may22-region),510.158,0.150,1415.000,41.900,2316.000,0.502,0.735,6.000,1.000,0.997,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,126,WE00030,C006,LO002,CO1,23.78,v1.4(may22-region),922.445,0.131,8105.000,283.006,7365.000,0.525,0.708,37.000,6.000,0.966,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,127,WE00031,C007,LO002,CO1,23.79,v1.4(may22-region),928.208,0.234,6421.000,573.878,99306.000,0.628,0.969,134.000,12.000,0.978,23.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,149,WE00053,E005,LO002,CO1,23.8,v1.4(may22-region),679.890,0.157,7779.000,83.066,7470.000,0.421,0.598,13.000,2.000,0.980,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,153,WE00057,E009,LO002,CO1,23.8,v1.4(may22-region),478.096,0.168,4899.000,75.369,6032.000,0.474,0.778,13.000,2.000,0.904,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,154,WE00058,E010,LO002,CO1,23.77,v1.4(may22-region),1055.185,0.079,4924.000,561.032,8310.000,0.439,0.682,44.000,7.000,0.831,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,155,WE00059,E011,LO002,CO1,23.79,v1.4(may22-region),563.150,0.021,1704.000,1022.220,3929.000,0.680,0.983,22.000,4.000,0.938,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,156,WE00060,E012,LO002,CO1,23.78,v1.4(may22-region),697.641,0.064,4581.000,279.258,4819.000,0.548,0.744,18.000,3.000,0.979,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,158,WE00062,F011,LO002,CO1,23.77,v1.4(may22-region),662.525,0.039,11554.000,1606.808,8519.000,0.651,0.926,63.000,5.000,0.981,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,167,WE00071,F002,LO002,CO1,23.8,v1.4(may22-region),429.548,0.061,3360.000,66.506,5245.000,0.330,0.450,4.000,1.000,0.651,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,180,WE00084,G012,LO002,CO1,23.8,v1.4(may22-region),524.322,0.103,2284.000,106.022,2795.000,0.325,0.446,11.000,1.000,0.563,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,181,WE00085,H012,LO002,CO1,23.8,v1.4(may22-region),1017.075,0.110,9290.000,1018.152,7251.000,0.648,0.936,112.000,11.000,0.970,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,182,WE00086,H011,LO002,CO1,23.81,v1.4(may22-region),809.743,0.088,9050.000,157.922,8955.000,0.401,0.507,14.000,3.000,0.944,0.000,239.000,0.000,245.000,245.000,0.000
200313163128_OlE_HR_IPF0_35C_2x,189,WE00093,H004,LO002,CO1,23.81,v1.4(may22-region),394.444,0.041,4326.000,173.793,3707.000,0.643,0.887,7.000,1.000,0.994,0.000,239.000,0.000,245.000,245.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,11,WE00011,A011,LO001,CO1,24.83,v1.4(may22-region),501.310,6.327,6603.000,9.916,5562.000,0.490,0.696,63.000,9.000,0.939,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,15,WE00015,B010,LO001,CO1,24.82,v1.4(may22-region),755.148,9.717,4609.000,10.217,5699.000,0.558,0.774,99.000,21.000,0.944,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,18,WE00018,B007,LO001,CO1,24.82,v1.4(may22-region),481.858,1.670,2193.000,18.159,5132.000,0.376,0.523,30.000,6.000,0.861,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,21,WE00021,B004,LO001,CO1,24.88,v1.4(may22-region),541.127,1.656,4730.000,26.494,3894.000,0.448,0.598,44.000,9.000,0.902,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,22,WE00022,B003,LO001,CO1,24.8,v1.4(may22-region),357.202,0.094,2924.000,71.093,3666.000,0.321,0.409,7.000,2.000,0.523,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,24,WE00024,B001,LO001,CO1,24.81,v1.4(may22-region),386.853,6.529,3522.000,5.421,5655.000,0.494,0.791,35.000,5.000,0.847,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,25,WE00025,C001,LO001,CO1,24.9,v1.4(may22-region),753.954,0.639,8179.000,139.032,11431.000,0.366,0.466,89.000,17.000,0.767,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,28,WE00028,C004,LO001,CO1,24.83,v1.4(may22-region),443.149,6.720,7689.000,4.558,6962.000,0.593,0.888,31.000,5.000,0.852,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,29,WE00029,C005,LO001,CO1,24.92,v1.4(may22-region),463.586,9.605,7514.000,4.015,6671.000,0.590,0.894,39.000,7.000,0.875,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,31,WE00031,C007,LO001,CO1,24.78,v1.4(may22-region),511.139,13.015,7752.000,5.713,8914.000,0.532,0.900,74.000,9.000,0.920,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,32,WE00032,C008,LO001,CO1,24.83,v1.4(may22-region),371.131,0.286,4289.000,47.328,6996.000,0.392,0.605,14.000,2.000,0.803,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,35,WE00035,C011,LO001,CO1,24.87,v1.4(may22-region),495.858,2.204,2784.000,30.614,3291.000,0.413,0.582,67.000,8.000,0.833,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,47,WE00047,D002,LO001,CO1,24.83,v1.4(may22-region),228.639,0.190,413.000,6.316,3861.000,0.341,0.510,1.000,1.000,1.000,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,53,WE00053,E005,LO001,CO1,24.79,v1.4(may22-region),355.789,3.374,4031.000,4.142,7111.000,0.525,0.838,14.000,3.000,0.903,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,55,WE00055,E007,LO001,CO1,24.78,v1.4(may22-region),374.542,1.620,1908.000,11.440,4928.000,0.424,0.652,19.000,4.000,0.916,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,56,WE00056,E008,LO001,CO1,24.87,v1.4(may22-region),354.387,0.967,545.000,25.921,6546.000,0.468,0.608,25.000,5.000,0.987,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,61,WE00061,F012,LO001,CO1,24.86,v1.4(may22-region),604.983,0.281,8512.000,209.105,8217.000,0.342,0.428,59.000,10.000,0.666,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,62,WE00062,F011,LO001,CO1,24.79,v1.4(may22-region),359.493,7.975,8171.000,3.828,4170.000,0.564,0.874,31.000,5.000,0.898,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,64,WE00064,F009,LO001,CO1,24.84,v1.4(may22-region),199.444,0.403,772.000,11.541,7639.000,0.649,0.837,5.000,2.000,0.977,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,66,WE00066,F007,LO001,CO1,24.92,v1.4(may22-region),594.563,0.859,6506.000,31.727,7822.000,0.382,0.521,27.000,6.000,0.689,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,67,WE00067,F006,LO001,CO1,24.81,v1.4(may22-region),358.946,2.877,1929.000,4.572,4014.000,0.396,0.676,13.000,2.000,0.841,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,68,WE00068,F005,LO001,CO1,24.86,v1.4(may22-region),618.217,0.383,6405.000,143.659,7848.000,0.380,0.482,55.000,9.000,0.518,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,71,WE00071,F002,LO001,CO1,24.87,v1.4(may22-region),276.429,0.701,2637.000,8.225,4561.000,0.395,0.599,6.000,1.000,0.990,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,78,WE00078,G006,LO001,CO1,24.81,v1.4(may22-region),536.873,23.147,7860.000,7.191,5665.000,0.539,0.836,166.000,15.000,0.907,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,85,WE00085,H012,LO001,CO1,24.89,v1.4(may22-region),390.776,4.929,7179.000,4.753,5370.000,0.584,0.874,23.000,4.000,0.936,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,90,WE00090,H007,LO001,CO1,24.84,v1.4(may22-region),541.852,13.554,9100.000,7.379,7891.000,0.586,0.924,100.000,12.000,0.839,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,93,WE00093,H004,LO001,CO1,24.87,v1.4(may22-region),517.009,8.318,5341.000,12.095,3153.000,0.490,0.723,101.000,11.000,0.885,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,107,WE00011,A011,LO002,CO1,24.87,v1.4(may22-region),494.287,10.128,7121.000,6.112,4643.000,0.494,0.731,62.000,9.000,0.944,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,118,WE00022,B003,LO002,CO1,24.87,v1.4(may22-region),530.301,3.291,5003.000,11.232,4694.000,0.534,0.763,37.000,9.000,0.991,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,124,WE00028,C004,LO002,CO1,24.88,v1.4(may22-region),403.043,1.173,2411.000,7.911,6417.000,0.413,0.625,9.000,2.000,0.985,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,125,WE00029,C005,LO002,CO1,24.87,v1.4(may22-region),370.268,4.104,6899.000,4.157,7002.000,0.615,0.878,17.000,4.000,0.993,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,127,WE00031,C007,LO002,CO1,24.78,v1.4(may22-region),608.620,9.116,6198.000,6.884,7118.000,0.584,0.838,63.000,13.000,0.939,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,131,WE00035,C011,LO002,CO1,24.78,v1.4(may22-region),459.227,5.309,1813.000,4.705,2204.000,0.584,0.836,25.000,6.000,0.945,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,143,WE00047,D002,LO002,CO1,24.89,v1.4(may22-region),548.601,2.678,9304.000,25.787,10470.000,0.503,0.697,69.000,11.000,0.975,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,149,WE00053,E005,LO002,CO1,24.78,v1.4(may22-region),286.273,6.559,2047.000,1.785,5750.000,0.599,0.860,12.000,2.000,0.875,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,151,WE00055,E007,LO002,CO1,24.81,v1.4(may22-region),526.310,19.459,11344.000,2.940,7570.000,0.546,0.897,57.000,7.000,0.881,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,152,WE00056,E008,LO002,CO1,24.82,v1.4(may22-region),486.929,3.827,5934.000,15.077,6575.000,0.454,0.648,58.000,6.000,0.948,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,158,WE00062,F011,LO002,CO1,24.88,v1.4(may22-region),265.814,1.635,617.000,2.737,1651.000,0.499,0.725,4.000,1.000,0.921,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,160,WE00064,F009,LO002,CO1,24.83,v1.4(may22-region),187.454,0.431,920.000,9.854,4037.000,0.675,0.869,4.000,1.000,0.996,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,164,WE00068,F005,LO002,CO1,24.81,v1.4(may22-region),523.335,15.661,8387.000,4.586,7515.000,0.607,0.941,72.000,9.000,0.818,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,167,WE00071,F002,LO002,CO1,24.86,v1.4(may22-region),725.411,4.782,4630.000,18.564,8044.000,0.447,0.643,89.000,13.000,0.739,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,168,WE00072,F001,LO002,CO1,24.87,v1.4(may22-region),713.112,4.511,6202.000,23.007,9034.000,0.481,0.655,104.000,22.000,0.939,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,174,WE00078,G006,LO002,CO1,24.8,v1.4(may22-region),603.463,3.151,5340.000,37.036,4322.000,0.394,0.550,117.000,14.000,0.852,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,180,WE00084,G012,LO002,CO1,24.87,v1.4(may22-region),414.124,0.171,4242.000,90.672,4526.000,0.385,0.491,16.000,4.000,0.873,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,183,WE00087,H010,LO002,CO1,24.78,v1.4(may22-region),549.317,15.710,4761.000,7.371,5771.000,0.565,0.833,116.000,15.000,0.950,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,186,WE00090,H007,LO002,CO1,24.86,v1.4(may22-region),639.503,28.410,8322.000,6.528,7489.000,0.601,0.926,185.000,19.000,0.836,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,187,WE00091,H006,LO002,CO1,24.79,v1.4(may22-region),465.324,8.596,6509.000,8.226,5106.000,0.505,0.734,71.000,8.000,0.956,0.000,239.000,0.000,100.000,100.000,0.000
200316143414_OlE_HR_IPF0_21C_2x,191,WE00095,H002,LO002,CO1,24.82,v1.4(may22-region),352.625,2.961,2190.000,4.065,3202.000,0.422,0.717,12.000,2.000,0.846,0.000,239.000,0.000,100.000,100.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,8,WE00008,A008,LO001,CO1,24.85,v1.4(may22-region),335.673,0.053,4281.000,199.394,5117.000,0.787,0.969,10.000,2.000,0.989,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,10,WE00010,A010,LO001,CO1,24.89,v1.4(may22-region),268.140,0.047,1225.000,29.674,5545.000,0.381,0.524,1.000,0.000,0.964,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,12,WE00012,A012,LO001,CO1,24.8,v1.4(may22-region),326.166,0.038,3066.000,199.124,2707.000,0.494,0.640,8.000,1.000,0.988,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,21,WE00021,B004,LO001,CO1,24.87,v1.4(may22-region),316.940,0.056,1529.000,45.006,2736.000,0.349,0.457,2.000,1.000,0.846,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,24,WE00024,B001,LO001,CO1,24.89,v1.4(may22-region),1123.856,0.604,6407.000,293.529,6606.000,0.550,0.685,177.000,21.000,0.979,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,25,WE00025,C001,LO001,CO1,24.84,v1.4(may22-region),407.588,0.122,8142.000,246.297,7724.000,0.632,0.877,30.000,4.000,0.978,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,26,WE00026,C002,LO001,CO1,24.79,v1.4(may22-region),574.676,0.111,9034.000,259.858,7649.000,0.358,0.447,29.000,4.000,0.820,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,29,WE00029,C005,LO001,CO1,24.87,v1.4(may22-region),558.810,0.112,7569.000,237.694,7284.000,0.589,0.821,27.000,5.000,0.959,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,31,WE00031,C007,LO001,CO1,24.9,v1.4(may22-region),405.804,0.111,1859.000,41.211,4732.000,0.359,0.515,5.000,1.000,0.928,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,32,WE00032,C008,LO001,CO1,24.82,v1.4(may22-region),759.242,0.172,6456.000,532.189,6577.000,0.477,0.660,91.000,10.000,0.922,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,36,WE00036,C012,LO001,CO1,24.81,v1.4(may22-region),632.045,0.094,3491.000,1759.353,5784.000,0.704,0.986,165.000,14.000,0.985,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,37,WE00037,D012,LO001,CO1,24.8,v1.4(may22-region),684.023,0.177,4787.000,341.364,6016.000,0.581,0.762,61.000,9.000,0.984,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,39,WE00039,D010,LO001,CO1,24.83,v1.4(may22-region),542.239,0.217,5834.000,112.129,5740.000,0.577,0.807,24.000,4.000,0.968,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,40,WE00040,D009,LO001,CO1,24.88,v1.4(may22-region),677.389,0.154,4224.000,198.217,5241.000,0.484,0.605,30.000,5.000,0.983,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,48,WE00048,D001,LO001,CO1,24.8,v1.4(may22-region),390.339,0.059,1589.000,528.104,8634.000,0.702,0.883,31.000,4.000,0.996,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,50,WE00050,E002,LO001,CO1,24.82,v1.4(may22-region),520.323,0.176,7721.000,195.642,6604.000,0.577,0.830,34.000,5.000,0.978,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,51,WE00051,E003,LO001,CO1,24.79,v1.4(may22-region),760.144,0.168,6609.000,294.779,7151.000,0.470,0.623,50.000,8.000,0.909,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,52,WE00052,E004,LO001,CO1,24.82,v1.4(may22-region),671.261,0.156,7065.000,534.357,6426.000,0.714,0.980,83.000,9.000,0.990,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,69,WE00069,F004,LO001,CO1,24.91,v1.4(may22-region),726.205,0.145,5557.000,397.737,5468.000,0.341,0.430,57.000,8.000,0.579,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,73,WE00073,G001,LO001,CO1,24.83,v1.4(may22-region),661.915,0.103,8164.000,266.434,12482.000,0.442,0.588,27.000,4.000,0.971,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,80,WE00080,G008,LO001,CO1,24.84,v1.4(may22-region),562.807,0.110,1117.000,378.681,4153.000,0.643,0.818,42.000,6.000,1.000,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,89,WE00089,H008,LO001,CO1,24.86,v1.4(may22-region),614.607,0.251,9698.000,308.455,8471.000,0.601,0.801,77.000,8.000,0.982,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,90,WE00090,H007,LO001,CO1,24.87,v1.4(may22-region),800.410,0.151,7403.000,329.131,8828.000,0.459,0.589,50.000,8.000,0.982,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,92,WE00092,H005,LO001,CO1,24.78,v1.4(may22-region),278.080,0.027,748.000,59.211,2708.000,0.402,0.514,2.000,1.000,0.977,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,93,WE00093,H004,LO001,CO1,24.86,v1.4(may22-region),298.650,0.047,1952.000,100.873,3428.000,0.573,0.774,5.000,1.000,0.988,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,96,WE00096,H001,LO001,CO1,24.87,v1.4(may22-region),551.984,0.147,14765.000,493.618,7189.000,0.708,0.981,73.000,8.000,0.961,0.000,239.000,0.000,156.000,156.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,106,WE00010,A010,LO002,CO1,24.78,v1.4(may22-region),315.743,0.032,455.000,243.433,5503.000,0.713,0.900,8.000,2.000,0.991,0.000,239.000,0.000,162.000,162.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,108,WE00012,A012,LO002,CO1,24.83,v1.4(may22-region),431.060,0.274,1501.000,45.709,2670.000,0.630,0.925,13.000,3.000,0.970,0.000,239.000,0.000,162.000,162.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,109,WE00013,B012,LO002,CO1,24.89,v1.4(may22-region),425.777,0.062,5760.000,190.523,6087.000,0.470,0.617,12.000,2.000,0.996,0.000,239.000,0.000,162.000,162.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,111,WE00015,B010,LO002,CO1,24.83,v1.4(may22-region),573.462,0.066,7408.000,239.881,6120.000,0.371,0.467,16.000,3.000,0.688,0.000,239.000,0.000,162.000,162.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,117,WE00021,B004,LO002,CO1,24.88,v1.4(may22-region),545.093,0.068,10528.000,451.362,6411.000,0.685,0.909,31.000,5.000,0.985,0.000,239.000,0.000,162.000,162.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,118,WE00022,B003,LO002,CO1,24.8,v1.4(may22-region),529.694,0.082,1453.000,99.614,3430.000,0.356,0.448,8.000,2.000,0.544,0.000,239.000,0.000,162.000,162.000,0.000
200316154313_OlE_HR_IPF0_28C_2x,126,WE00030,C006,LO002,CO1,24.83,v1.4(may22-region),216.399,0.079,557.000,18.922,5884.000,0.327,0.493,2.000,1.000,0.873,0.000,239.000,0.000,162.000,162.000,0.000
